ID,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0756,Shiinotic,"Poison,Ghost",405,60,45,80,90,100,30
0757,Salandit,"Poison,Ghost",320,48,44,40,71,40,77
0758,Salazzle,"Poison,Ghost",480,68,64,60,111,60,117
0759,Stufful,"Poison,Ghost",340,70,75,50,45,50,50
0760,Bewear,"Poison,Ghost",500,120,125,80,55,60,60
0761,Bounsweet,"Poison,Ghost",210,42,30,38,30,38,32
0762,Steenee,"Poison,Ghost",290,52,40,48,40,48,62
0763,Tsareena,"Poison,Ghost",510,72,120,98,50,98,72
0764,Comfey,"Poison,Ghost",485,51,52,90,82,110,100
0765,Oranguru,"Poison,Ghost",490,90,60,80,90,110,60
0766,Passimian,"Poison,Ghost",490,100,120,90,40,60,80
0767,Wimpod,"Poison,Ghost",230,25,35,40,20,30,80
0768,Golisopod,"Poison,Ghost",530,75,125,140,60,90,40
0769,Sandygast,"Poison,Ghost",320,55,55,80,70,45,15
0770,Palossand,"Poison,Ghost",480,85,75,110,100,75,35
0771,Pyukumuku,"Poison,Ghost",410,55,60,130,30,130,5
0772,Type: Null,"Poison,Ghost",534,95,95,95,95,95,59
0773,Silvally,"Poison,Ghost",570,95,95,95,95,95,95
0774,Minior Meteor Form,"Poison,Ghost",440,60,60,100,60,100,60
0774,Minior Core Form,"Poison,Ghost",500,60,100,60,100,60,120
0775,Komala,"Poison,Ghost",480,65,115,65,75,95,65
0776,Turtonator,"Poison,Ghost",485,60,78,135,91,85,36
0777,Togedemaru,"Poison,Ghost",435,65,98,63,40,73,96
0778,Mimikyu,"Poison,Ghost",476,55,90,80,50,105,96
0779,Bruxish,"Poison,Ghost",475,68,105,70,70,70,92
0780,Drampa,"Poison,Ghost",485,78,60,85,135,91,36
0781,Dhelmise,"Poison,Ghost",517,70,131,100,86,90,40
0782,Jangmo-o,"Poison,Ghost",300,45,55,65,45,45,45
0783,Hakamo-o,"Poison,Ghost",420,55,75,90,65,70,65
0784,Kommo-o,"Poison,Ghost",600,75,110,125,100,105,85
0785,Tapu Koko,"Poison,Ghost",570,70,115,85,95,75,130
0786,Tapu Lele,"Poison,Ghost",570,70,85,75,130,115,95
0787,Tapu Bulu,"Poison,Ghost",570,70,130,115,85,95,75
0788,Tapu Fini,"Poison,Ghost",570,70,75,115,95,130,85
0789,Cosmog,"Poison,Ghost",200,43,29,31,29,31,37
0790,Cosmoem,"Poison,Ghost",400,43,29,131,29,131,37
0791,Solgaleo,"Poison,Ghost",680,137,137,107,113,89,97
0792,Lunala,"Poison,Ghost",680,137,113,89,137,107,97
0793,Nihilego,"Poison,Ghost",570,109,53,47,127,131,103
0794,Buzzwole,"Poison,Ghost",570,107,139,139,53,53,79
0795,Pheromosa,"Poison,Ghost",570,71,137,37,137,37,151
0796,Xurkitree,"Poison,Ghost",570,83,89,71,173,71,83
0797,Celesteela,"Poison,Ghost",570,97,101,103,107,101,61
0798,Kartana,"Poison,Ghost",570,59,181,131,59,31,109
0799,Guzzlord,"Poison,Ghost",570,223,101,53,97,53,43
0800,Necrozma,"Poison,Ghost",600,97,107,101,127,89,79
0800,Necrozma Dusk Mane Necrozma,"Poison,Ghost",680,97,157,127,113,109,77
0800,Necrozma Dawn Wings Necrozma,"Poison,Ghost",680,97,113,109,157,127,77
0800,Necrozma Ultra Necrozma,"Poison,Ghost",754,97,167,97,167,97,129
0801,Magearna,"Poison,Ghost",600,80,95,115,130,115,65
0802,Marshadow,"Poison,Ghost",600,90,125,80,90,90,125
0803,Poipole,"Poison,Ghost",420,67,73,67,73,67,73
0804,Naganadel,"Poison,Ghost",540,73,73,73,127,73,121
0805,Stakataka,"Poison,Ghost",570,61,131,211,53,101,13
0806,Blacephalon,"Poison,Ghost",570,53,127,53,151,79,107
0807,Zeraora,"Poison,Ghost",600,88,112,75,102,80,143
0808,Meltan,"Poison,Ghost",300,46,65,65,55,35,34
0809,Melmetal,"Poison,Ghost",600,135,143,143,80,65,34
0810,Grookey,"Poison,Ghost",310,50,65,50,40,40,65
0811,Thwackey,"Poison,Ghost",420,70,85,70,55,60,80
0812,Rillaboom,"Poison,Ghost",530,100,125,90,60,70,85
0813,Scorbunny,"Poison,Ghost",310,50,71,40,40,40,69
0814,Raboot,"Poison,Ghost",420,65,86,60,55,60,94
0815,Cinderace,"Poison,Ghost",530,80,116,75,65,75,119
0816,Sobble,"Poison,Ghost",310,50,40,40,70,40,70
0817,Drizzile,"Poison,Ghost",420,65,60,55,95,55,90
0818,Inteleon,"Poison,Ghost",530,70,85,65,125,65,120
0819,Skwovet,"Poison,Ghost",275,70,55,55,35,35,25
0820,Greedent,"Poison,Ghost",460,120,95,95,55,75,20
0821,Rookidee,"Poison,Ghost",245,38,47,35,33,35,57
0822,Corvisquire,"Poison,Ghost",365,68,67,55,43,55,77
0823,Corviknight,"Poison,Ghost",495,98,87,105,53,85,67
0824,Blipbug,"Poison,Ghost",180,25,20,20,25,45,45
0825,Dottler,"Poison,Ghost",335,50,35,80,50,90,30
0826,Orbeetle,"Poison,Ghost",505,60,45,110,80,120,90
0827,Nickit,"Poison,Ghost",245,40,28,28,47,52,50
0828,Thievul,"Poison,Ghost",455,70,58,58,87,92,90
0829,Gossifleur,"Poison,Ghost",250,40,40,60,40,60,10
0830,Eldegoss,"Poison,Ghost",460,60,50,90,80,120,60
0831,Wooloo,"Poison,Ghost",270,42,40,55,40,45,48
0832,Dubwool,"Poison,Ghost",490,72,80,100,60,90,88
0833,Chewtle,"Poison,Ghost",284,50,64,50,38,38,44
0834,Drednaw,"Poison,Ghost",485,90,115,90,48,68,74
0835,Yamper,"Poison,Ghost",270,59,45,50,40,50,26
0836,Boltund,"Poison,Ghost",490,69,90,60,90,60,121
0837,Rolycoly,"Poison,Ghost",240,30,40,50,40,50,30
0838,Carkol,"Poison,Ghost",410,80,60,90,60,70,50
0839,Coalossal,"Poison,Ghost",510,110,80,120,80,90,30
0840,Applin,"Poison,Ghost",260,40,40,80,40,40,20
0841,Flapple,"Poison,Ghost",485,70,110,80,95,60,70
0842,Appletun,"Poison,Ghost",485,110,85,80,100,80,30
0843,Silicobra,"Poison,Ghost",315,52,57,75,35,50,46
0844,Sandaconda,"Poison,Ghost",510,72,107,125,65,70,71
0845,Cramorant,"Poison,Ghost",475,70,85,55,85,95,85
0846,Arrokuda,"Poison,Ghost",280,41,63,40,40,30,66
0847,Barraskewda,"Poison,Ghost",490,61,123,60,60,50,136
0848,Toxel,"Poison,Ghost",242,40,38,35,54,35,40
0849,Toxtricity Amped Form,"Poison,Ghost",502,75,98,70,114,70,75
0849,Toxtricity Low Key Form,"Poison,Ghost",502,75,98,70,114,70,75
0850,Sizzlipede,"Poison,Ghost",305,50,65,45,50,50,45
0851,Centiskorch,"Poison,Ghost",525,100,115,65,90,90,65
0852,Clobbopus,"Poison,Ghost",310,50,68,60,50,50,32
0853,Grapploct,"Poison,Ghost",480,80,118,90,70,80,42
0854,Sinistea,"Poison,Ghost",308,40,45,45,74,54,50
0855,Polteageist,"Poison,Ghost",508,60,65,65,134,114,70
0856,Hatenna,"Poison,Ghost",265,42,30,45,56,53,39
0857,Hattrem,"Poison,Ghost",370,57,40,65,86,73,49
0858,Hatterene,"Poison,Ghost",510,57,90,95,136,103,29
0859,Impidimp,"Poison,Ghost",265,45,45,30,55,40,50
0860,Morgrem,"Poison,Ghost",370,65,60,45,75,55,70
0861,Grimmsnarl,"Poison,Ghost",510,95,120,65,95,75,60
0862,Obstagoon,"Poison,Ghost",520,93,90,101,60,81,95
0863,Perrserker,"Poison,Ghost",440,70,110,100,50,60,50
0864,Cursola,"Poison,Ghost",510,60,95,50,145,130,30
0865,Sirfetch'd,"Poison,Ghost",507,62,135,95,68,82,65
0866,Mr. Rime,"Poison,Ghost",520,80,85,75,110,100,70
0867,Runerigus,"Poison,Ghost",483,58,95,145,50,105,30
0868,Milcery,"Poison,Ghost",270,45,40,40,50,61,34
0869,Alcremie,"Poison,Ghost",495,65,60,75,110,121,64
0870,Falinks,"Poison,Ghost",470,65,100,100,70,60,75
0871,Pincurchin,"Poison,Ghost",435,48,101,95,91,85,15
0872,Snom,"Poison,Ghost",185,30,25,35,45,30,20
0873,Frosmoth,"Poison,Ghost",475,70,65,60,125,90,65
0874,Stonjourner,"Poison,Ghost",470,100,125,135,20,20,70
0875,Eiscue Ice Face,"Poison,Ghost",470,75,80,110,65,90,50
0875,Eiscue Noice Face,"Poison,Ghost",470,75,80,70,65,50,130
0876,Indeedee Male,"Poison,Ghost",475,60,65,55,105,95,95
0876,Indeedee Female,"Poison,Ghost",475,70,55,65,95,105,85
0877,Morpeko Full Belly Mode,"Poison,Ghost",436,58,95,58,70,58,97
0877,Morpeko Hangry Mode,"Poison,Ghost",436,58,95,58,70,58,97
0878,Cufant,"Poison,Ghost",330,72,80,49,40,49,40
0879,Copperajah,"Poison,Ghost",500,122,130,69,80,69,30
0880,Dracozolt,"Poison,Ghost",505,90,100,90,80,70,75
0881,Arctozolt,"Poison,Ghost",505,90,100,90,90,80,55
0882,Dracovish,"Poison,Ghost",505,90,90,100,70,80,75
0883,Arctovish,"Poison,Ghost",505,90,90,100,80,90,55
0884,Duraludon,"Poison,Ghost",535,70,95,115,120,50,85
0885,Dreepy,"Poison,Ghost",270,28,60,30,40,30,82
0886,Drakloak,"Poison,Ghost",410,68,80,50,60,50,102
0887,Dragapult,"Poison,Ghost",600,88,120,75,100,75,142
0888,Zacian Hero of Many Battles,"Poison,Ghost",660,92,120,115,80,115,138
0888,Zacian Crowned Sword,"Poison,Ghost",700,92,150,115,80,115,148
0889,Zamazenta Hero of Many Battles,"Poison,Ghost",660,92,120,115,80,115,138
0889,Zamazenta Crowned Shield,"Poison,Ghost",700,92,120,140,80,140,128
0890,Eternatus,"Poison,Ghost",690,140,85,95,145,95,130
0890,Eternatus Eternamax,"Poison,Ghost",1125,255,115,250,125,250,130
0891,Kubfu,"Poison,Ghost",385,60,90,60,53,50,72
0892,Urshifu Single Strike Style,"Poison,Ghost",550,100,130,100,63,60,97
0892,Urshifu Rapid Strike Style,"Poison,Ghost",550,100,130,100,63,60,97
0893,Zarude,"Poison,Ghost",600,105,120,105,70,95,105
0894,Regieleki,"Poison,Ghost",580,80,100,50,100,50,200
0895,Regidrago,"Poison,Ghost",580,200,100,50,100,50,80
0896,Glastrier,"Poison,Ghost",580,100,145,130,65,110,30
0897,Spectrier,"Poison,Ghost",580,100,65,60,145,80,130
0898,Calyrex,"Poison,Ghost",500,100,80,80,80,80,80
0898,Calyrex Ice Rider,"Poison,Ghost",680,100,165,150,85,130,50
0898,Calyrex Shadow Rider,"Poison,Ghost",680,100,85,80,165,100,150
0899,Wyrdeer,"Poison,Ghost",525,103,105,72,105,75,65
0900,Kleavor,"Poison,Ghost",500,70,135,95,45,70,85
0901,Ursaluna,"Poison,Ghost",550,130,140,105,45,80,50
0901,Ursaluna Bloodmoon,"Poison,Ghost",555,113,70,120,135,65,52
0902,Basculegion Male,"Poison,Ghost",530,120,112,65,80,75,78
0902,Basculegion Female,"Poison,Ghost",530,120,92,65,100,75,78
0903,Sneasler,"Poison,Ghost",510,80,130,60,40,80,120
0904,Overqwil,"Poison,Ghost",510,85,115,95,65,65,85
0905,Enamorus Incarnate Forme,"Poison,Ghost",580,74,115,70,135,80,106
0905,Enamorus Therian Forme,"Poison,Ghost",580,74,115,110,135,100,46
0906,Sprigatito,"Poison,Ghost",310,40,61,54,45,45,65
0907,Floragato,"Poison,Ghost",410,61,80,63,60,63,83
0908,Meowscarada,"Poison,Ghost",530,76,110,70,81,70,123
0909,Fuecoco,"Poison,Ghost",310,67,45,59,63,40,36
0910,Crocalor,"Poison,Ghost",411,81,55,78,90,58,49
0911,Skeledirge,"Poison,Ghost",530,104,75,100,110,75,66
0912,Quaxly,"Poison,Ghost",310,55,65,45,50,45,50
0913,Quaxwell,"Poison,Ghost",410,70,85,65,65,60,65
0914,Quaquaval,"Poison,Ghost",530,85,120,80,85,75,85
0915,Lechonk,"Poison,Ghost",254,54,45,40,35,45,35
0916,Oinkologne Male,"Poison,Ghost",489,110,100,75,59,80,65
0916,Oinkologne Female,"Poison,Ghost",489,115,90,70,59,90,65
0917,Tarountula,"Poison,Ghost",210,35,41,45,29,40,20
0918,Spidops,"Poison,Ghost",404,60,79,92,52,86,35
0919,Nymble,"Poison,Ghost",210,33,46,40,21,25,45
0920,Lokix,"Poison,Ghost",450,71,102,78,52,55,92
0921,Pawmi,"Poison,Ghost",240,45,50,20,40,25,60
0922,Pawmo,"Poison,Ghost",350,60,75,40,50,40,85
0923,Pawmot,"Poison,Ghost",490,70,115,70,70,60,105
0924,Tandemaus,"Poison,Ghost",305,50,50,45,40,45,75
0925,Maushold Family of Four,"Poison,Ghost",470,74,75,70,65,75,111
0925,Maushold Family of Three,"Poison,Ghost",470,74,75,70,65,75,111
0926,Fidough,"Poison,Ghost",312,37,55,70,30,55,65
0927,Dachsbun,"Poison,Ghost",477,57,80,115,50,80,95
0928,Smoliv,"Poison,Ghost",260,41,35,45,58,51,30
0929,Dolliv,"Poison,Ghost",354,52,53,60,78,78,33
0930,Arboliva,"Poison,Ghost",510,78,69,90,125,109,39
0931,Squawkabilly Green Plumage,"Poison,Ghost",417,82,96,51,45,51,92
0931,Squawkabilly Blue Plumage,"Poison,Ghost",417,82,96,51,45,51,92
0931,Squawkabilly Yellow Plumage,"Poison,Ghost",417,82,96,51,45,51,92
0931,Squawkabilly White Plumage,"Poison,Ghost",417,82,96,51,45,51,92
0932,Nacli,"Poison,Ghost",280,55,55,75,35,35,25
0933,Naclstack,"Poison,Ghost",355,60,60,100,35,65,35
0934,Garganacl,"Poison,Ghost",500,100,100,130,45,90,35
0935,Charcadet,"Poison,Ghost",255,40,50,40,50,40,35
0936,Armarouge,"Poison,Ghost",525,85,60,100,125,80,75
0937,Ceruledge,"Poison,Ghost",525,75,125,80,60,100,85
0938,Tadbulb,"Poison,Ghost",272,61,31,41,59,35,45
0939,Bellibolt,"Poison,Ghost",495,109,64,91,103,83,45
0940,Wattrel,"Poison,Ghost",280,40,40,35,55,40,70
0941,Kilowattrel,"Poison,Ghost",490,70,70,60,105,60,125
0942,Maschiff,"Poison,Ghost",340,60,78,60,40,51,51
0943,Mabosstiff,"Poison,Ghost",505,80,120,90,60,70,85
0944,Shroodle,"Poison,Ghost",290,40,65,35,40,35,75
0945,Grafaiai,"Poison,Ghost",485,63,95,65,80,72,110
0946,Bramblin,"Poison,Ghost",275,40,65,30,45,35,60
0947,Brambleghast,"Poison,Ghost",480,55,115,70,80,70,90
0948,Toedscool,"Poison,Ghost",335,40,40,35,50,100,70
0949,Toedscruel,"Poison,Ghost",515,80,70,65,80,120,100
0950,Klawf,"Poison,Ghost",450,70,100,115,35,55,75
0951,Capsakid,"Poison,Ghost",304,50,62,40,62,40,50
0952,Scovillain,"Poison,Ghost",486,65,108,65,108,65,75
0953,Rellor,"Poison,Ghost",270,41,50,60,31,58,30
0954,Rabsca,"Poison,Ghost",470,75,50,85,115,100,45
0955,Flittle,"Poison,Ghost",255,30,35,30,55,30,75
0956,Espathra,"Poison,Ghost",481,95,60,60,101,60,105
0957,Tinkatink,"Poison,Ghost",297,50,45,45,35,64,58
0958,Tinkatuff,"Poison,Ghost",380,65,55,55,45,82,78
0959,Tinkaton,"Poison,Ghost",506,85,75,77,70,105,94
0960,Wiglett,"Poison,Ghost",245,10,55,25,35,25,95
0961,Wugtrio,"Poison,Ghost",425,35,100,50,50,70,120
0962,Bombirdier,"Poison,Ghost",485,70,103,85,60,85,82
0963,Finizen,"Poison,Ghost",315,70,45,40,45,40,75
0964,Palafin Zero Form,"Poison,Ghost",457,100,70,72,53,62,100
0964,Palafin Hero Form,"Poison,Ghost",650,100,160,97,106,87,100
0965,Varoom,"Poison,Ghost",300,45,70,63,30,45,47
0966,Revavroom,"Poison,Ghost",500,80,119,90,54,67,90
0967,Cyclizar,"Poison,Ghost",501,70,95,65,85,65,121
0968,Orthworm,"Poison,Ghost",480,70,85,145,60,55,65
0969,Glimmet,"Poison,Ghost",350,48,35,42,105,60,60
0970,Glimmora,"Poison,Ghost",525,83,55,90,130,81,86
0971,Greavard,"Poison,Ghost",290,50,61,60,30,55,34
0972,Houndstone,"Poison,Ghost",488,72,101,100,50,97,68
0973,Flamigo,"Poison,Ghost",500,82,115,74,75,64,90
0974,Cetoddle,"Poison,Ghost",334,108,68,45,30,40,43
0975,Cetitan,"Poison,Ghost",521,170,113,65,45,55,73
0976,Veluza,"Poison,Ghost",478,90,102,73,78,65,70
0977,Dondozo,"Poison,Ghost",530,150,100,115,65,65,35
0978,Tatsugiri Curly Form,"Poison,Ghost",475,68,50,60,120,95,82
0978,Tatsugiri Droopy Form,"Poison,Ghost",475,68,50,60,120,95,82
0978,Tatsugiri Stretchy Form,"Poison,Ghost",475,68,50,60,120,95,82
0979,Annihilape,"Poison,Ghost",535,110,115,80,50,90,90
0980,Clodsire,"Poison,Ghost",430,130,75,60,45,100,20
0981,Farigiraf,"Poison,Ghost",520,120,90,70,110,70,60
0982,Dudunsparce Two-Segment Form,"Poison,Ghost",520,125,100,80,85,75,55
0982,Dudunsparce Three-Segment Form,"Poison,Ghost",520,125,100,80,85,75,55
0983,Kingambit,"Poison,Ghost",550,100,135,120,60,85,50
0984,Great Tusk,"Poison,Ghost",570,115,131,131,53,53,87
0985,Scream Tail,"Poison,Ghost",570,115,65,99,65,115,111
0986,Brute Bonnet,"Poison,Ghost",570,111,127,99,79,99,55
0987,Flutter Mane,"Poison,Ghost",570,55,55,55,135,135,135
0988,Slither Wing,"Poison,Ghost",570,85,135,79,85,105,81
0989,Sandy Shocks,"Poison,Ghost",570,85,81,97,121,85,101
0990,Iron Treads,"Poison,Ghost",570,90,112,120,72,70,106
0991,Iron Bundle,"Poison,Ghost",570,56,80,114,124,60,136
0992,Iron Hands,"Poison,Ghost",570,154,140,108,50,68,50
0993,Iron Jugulis,"Poison,Ghost",570,94,80,86,122,80,108
0994,Iron Moth,"Poison,Ghost",570,80,70,60,140,110,110
0995,Iron Thorns,"Poison,Ghost",570,100,134,110,70,84,72
0996,Frigibax,"Poison,Ghost",320,65,75,45,35,45,55
0997,Arctibax,"Poison,Ghost",423,90,95,66,45,65,62
0998,Baxcalibur,"Poison,Ghost",600,115,145,92,75,86,87
0999,Gimmighoul Chest Form,"Poison,Ghost",300,45,30,70,75,70,10
0999,Gimmighoul Roaming Form,"Poison,Ghost",300,45,30,25,75,45,80
1000,Gholdengo,"Poison,Ghost",550,87,60,95,133,91,84
1001,Wo-Chien,"Poison,Ghost",570,85,85,100,95,135,70
1002,Chien-Pao,"Poison,Ghost",570,80,120,80,90,65,135
1003,Ting-Lu,"Poison,Ghost",570,155,110,125,55,80,45
1004,Chi-Yu,"Poison,Ghost",570,55,80,80,135,120,100
1005,Roaring Moon,"Poison,Ghost",590,105,139,71,55,101,119
1006,Iron Valiant,"Poison,Ghost",590,74,130,90,120,60,116
1007,Koraidon,"Poison,Ghost",670,100,135,115,85,100,135
1008,Miraidon,"Poison,Ghost",670,100,85,100,135,115,135
1009,Walking Wake,"Poison,Ghost",590,99,83,91,125,83,109
1010,Iron Leaves,"Poison,Ghost",590,90,130,88,70,108,104
1011,Dipplin,"Poison,Ghost",485,80,80,110,95,80,40
1012,Poltchageist,"Poison,Ghost",308,40,45,45,74,54,50
1013,Sinistcha,"Poison,Ghost",508,71,60,106,121,80,70
1014,Okidogi,"Poison,Ghost",555,88,128,115,58,86,80
1015,Munkidori,"Poison,Ghost",555,88,75,66,130,90,106
1016,Fezandipiti,"Poison,Ghost",555,88,91,82,70,125,99
1017,Ogerpon Teal Mask,"Poison,Ghost",550,80,120,84,60,96,110
1017,Ogerpon Wellspring Mask,"Poison,Ghost",550,80,120,84,60,96,110
1017,Ogerpon Hearthflame Mask,"Poison,Ghost",550,80,120,84,60,96,110
1017,Ogerpon Cornerstone Mask,"Poison,Ghost",550,80,120,84,60,96,110
1018,Archaludon,"Poison,Ghost",600,90,105,130,125,65,85
1019,Hydrapple,"Poison,Ghost",540,106,80,110,120,80,44
1020,Gouging Fire,"Poison,Ghost",590,105,115,121,65,93,91
1021,Raging Bolt,"Poison,Ghost",590,125,73,91,137,89,75
1022,Iron Boulder,"Poison,Ghost",590,90,120,80,68,108,124
1023,Iron Crown,"Poison,Ghost",590,90,72,100,122,108,98
1024,Terapagos Normal Form,"Poison,Ghost",450,90,65,85,65,85,60
1024,Terapagos Terastal Form,"Poison,Ghost",600,95,95,110,105,110,85
1024,Terapagos Stellar Form,"Poison,Ghost",700,160,105,110,130,110,85
1025,Pecharunt,"Poison,Ghost",600,88,88,160,88,88,88
